,id,name,album,artist,release_date,length,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,cluster
325,5MQYkgPXvrxjxzVoxxT82D,Der Rebbe,Songs Of Our Fathers,Andy Statman,1995-05-01,237533,4,0.439,0.271,7,-15.278,1,0.0751,0.58,0.174,0.106,0.355,142.684,audio_features,spotify:track:5MQYkgPXvrxjxzVoxxT82D,https://api.spotify.com/v1/tracks/5MQYkgPXvrxjxzVoxxT82D,https://api.spotify.com/v1/audio-analysis/5MQYkgPXvrxjxzVoxxT82D,237533,5,1
326,76fl7vrdLP4mdP7qEO15MJ,Shalom Aleichem,Songs Of Our Fathers,Andy Statman,1995-05-01,435800,3,0.365,0.234,9,-17.318,0,0.0361,0.872,0.786,0.106,0.148,110.941,audio_features,spotify:track:76fl7vrdLP4mdP7qEO15MJ,https://api.spotify.com/v1/tracks/76fl7vrdLP4mdP7qEO15MJ,https://api.spotify.com/v1/audio-analysis/76fl7vrdLP4mdP7qEO15MJ,435800,4,3
327,7Eoy4CvvZf8mm9o9DAilsl,Yerushalaim Shel Zahav (Jerusalem of Gold),Schindler's List,John Williams,1993-01-01,136706,37,0.565,0.0252,0,-26.689,1,0.0343,0.991,0.0,0.142,0.34,99.552,audio_features,spotify:track:7Eoy4CvvZf8mm9o9DAilsl,https://api.spotify.com/v1/tracks/7Eoy4CvvZf8mm9o9DAilsl,https://api.spotify.com/v1/audio-analysis/7Eoy4CvvZf8mm9o9DAilsl,136707,3,1
328,6xGgtFptH3w0nRgdESJybB,Matsushima-Ondo - Instrumental,Japanese Melodies (Remastered),Yo-Yo Ma,1984,181533,16,0.516,0.293,2,-15.332,1,0.032,0.723,0.141,0.214,0.535,94.452,audio_features,spotify:track:6xGgtFptH3w0nRgdESJybB,https://api.spotify.com/v1/tracks/6xGgtFptH3w0nRgdESJybB,https://api.spotify.com/v1/audio-analysis/6xGgtFptH3w0nRgdESJybB,181533,4,1
329,53If9dKKjMgT5xtW5qu98Y,Doz Klezmerzl,Las Canciones del Zeide,Various Artists,2000-01-01,236520,0,0.511,0.104,5,-12.419,1,0.0872,0.876,0.0,0.109,0.153,132.988,audio_features,spotify:track:53If9dKKjMgT5xtW5qu98Y,https://api.spotify.com/v1/tracks/53If9dKKjMgT5xtW5qu98Y,https://api.spotify.com/v1/audio-analysis/53If9dKKjMgT5xtW5qu98Y,236520,3,1
330,6SyDQR6Nd8t5xf9yTgqr6D,Verano Porteno,Tango Dorado Part: 1,Christiaan Van Hemert,2006-12-20,217250,0,0.48,0.202,11,-13.785,0,0.0426,0.83,0.0772,0.101,0.29,113.814,audio_features,spotify:track:6SyDQR6Nd8t5xf9yTgqr6D,https://api.spotify.com/v1/tracks/6SyDQR6Nd8t5xf9yTgqr6D,https://api.spotify.com/v1/audio-analysis/6SyDQR6Nd8t5xf9yTgqr6D,217250,4,1
331,1QkOfTmeHoybehr3wJDi5T,Libertango,Tango Dorado Part: 2,Christiaan Van Hemert,2006-12-20,223000,0,0.338,0.48,7,-13.771,1,0.355,0.714,0.0738,0.729,0.639,172.574,audio_features,spotify:track:1QkOfTmeHoybehr3wJDi5T,https://api.spotify.com/v1/tracks/1QkOfTmeHoybehr3wJDi5T,https://api.spotify.com/v1/audio-analysis/1QkOfTmeHoybehr3wJDi5T,223000,4,5
332,00lkcd0D9TmRQDqNlv1g2o,"The Galway Set - Lord Frog Dance & (Johnwalsh, 1713) - The Buckingham House",The Celtic Viol II,Jordi Savall,2010-11-02,188933,12,0.46,0.492,0,-13.52,1,0.0733,0.913,0.933,0.145,0.908,149.313,audio_features,spotify:track:00lkcd0D9TmRQDqNlv1g2o,https://api.spotify.com/v1/tracks/00lkcd0D9TmRQDqNlv1g2o,https://api.spotify.com/v1/audio-analysis/00lkcd0D9TmRQDqNlv1g2o,188933,3,9
333,3meXuS4YqTtq3kscLmX5m7,The Gold Ring Set - Miss Sally Hunter of Thurston Jig (Nath. Gow),The Celtic Viol II,Jordi Savall,2010-11-02,116293,10,0.626,0.7,2,-11.49,1,0.0468,0.782,0.856,0.343,0.967,120.343,audio_features,spotify:track:3meXuS4YqTtq3kscLmX5m7,https://api.spotify.com/v1/tracks/3meXuS4YqTtq3kscLmX5m7,https://api.spotify.com/v1/audio-analysis/3meXuS4YqTtq3kscLmX5m7,116293,4,9
334,5T3dr4RkpLVbPGEfgXvZAg,The Gold Ring Set - The Gold Ring Jig (Traditional Irish),The Celtic Viol II,Jordi Savall,2010-11-02,145386,9,0.549,0.524,2,-14.054,1,0.0576,0.896,0.457,0.348,0.968,115.036,audio_features,spotify:track:5T3dr4RkpLVbPGEfgXvZAg,https://api.spotify.com/v1/tracks/5T3dr4RkpLVbPGEfgXvZAg,https://api.spotify.com/v1/audio-analysis/5T3dr4RkpLVbPGEfgXvZAg,145387,4,8
335,3OfahtVOHL3WHw3N0PTAKp,The Nathaniel Gow's Set - Planxty O'daly (O'carolan),The Celtic Viol II,Jordi Savall,2010-11-02,115213,8,0.408,0.205,7,-17.326,1,0.0482,0.963,0.899,0.11,0.695,91.715,audio_features,spotify:track:3OfahtVOHL3WHw3N0PTAKp,https://api.spotify.com/v1/tracks/3OfahtVOHL3WHw3N0PTAKp,https://api.spotify.com/v1/audio-analysis/3OfahtVOHL3WHw3N0PTAKp,115213,4,9
336,0VUoBBh2jaAtSlnfbhWgak,Traditional: Simkhes Toyre Time,Perlman plays Klezmer,Itzhak Perlman,2008-07-07,204800,9,0.652,0.464,9,-13.196,0,0.0508,0.721,0.0,0.146,0.963,110.518,audio_features,spotify:track:0VUoBBh2jaAtSlnfbhWgak,https://api.spotify.com/v1/tracks/0VUoBBh2jaAtSlnfbhWgak,https://api.spotify.com/v1/audio-analysis/0VUoBBh2jaAtSlnfbhWgak,204800,4,8
337,0qp50K6Al14satLEIVXes7,Traditional: Flatbush Waltz,Perlman plays Klezmer,Itzhak Perlman,2008-07-07,374866,11,0.349,0.18,7,-18.702,0,0.0371,0.936,0.325,0.117,0.197,82.781,audio_features,spotify:track:0qp50K6Al14satLEIVXes7,https://api.spotify.com/v1/tracks/0qp50K6Al14satLEIVXes7,https://api.spotify.com/v1/audio-analysis/0qp50K6Al14satLEIVXes7,374867,4,1
338,3msqmDJXYyDvoD5dy22sDh,Traditional: Wedding Medley,Perlman plays Klezmer,Itzhak Perlman,2008-07-07,307960,13,0.483,0.544,0,-13.208,1,0.0484,0.712,0.0273,0.0931,0.912,133.525,audio_features,spotify:track:3msqmDJXYyDvoD5dy22sDh,https://api.spotify.com/v1/tracks/3msqmDJXYyDvoD5dy22sDh,https://api.spotify.com/v1/audio-analysis/3msqmDJXYyDvoD5dy22sDh,307960,4,8
339,0QVSyRTQ0eLaBVsEX87eEF,Traditional: Der alter Bulgar,Perlman plays Klezmer,Itzhak Perlman,2008-07-07,355093,7,0.407,0.42,2,-13.926,1,0.0404,0.764,0.109,0.298,0.542,147.884,audio_features,spotify:track:0QVSyRTQ0eLaBVsEX87eEF,https://api.spotify.com/v1/tracks/0QVSyRTQ0eLaBVsEX87eEF,https://api.spotify.com/v1/audio-analysis/0QVSyRTQ0eLaBVsEX87eEF,355093,4,1
340,0EY6LBGO8uhZmKkqEghZKQ,Traditional: Der heyser Bulgar,Perlman plays Klezmer,Itzhak Perlman,2008-07-07,234506,7,0.502,0.582,8,-13.209,1,0.0517,0.654,0.214,0.169,0.89,161.064,audio_features,spotify:track:0EY6LBGO8uhZmKkqEghZKQ,https://api.spotify.com/v1/tracks/0EY6LBGO8uhZmKkqEghZKQ,https://api.spotify.com/v1/audio-analysis/0EY6LBGO8uhZmKkqEghZKQ,234507,4,8
341,6eLojhrYGKg0hkDOsVaaAJ,Traditional: Doina Naftule,Perlman plays Klezmer,Itzhak Perlman,2008-07-07,163573,7,0.234,0.203,9,-16.241,0,0.0417,0.908,0.00126,0.246,0.112,90.258,audio_features,spotify:track:6eLojhrYGKg0hkDOsVaaAJ,https://api.spotify.com/v1/tracks/6eLojhrYGKg0hkDOsVaaAJ,https://api.spotify.com/v1/audio-analysis/6eLojhrYGKg0hkDOsVaaAJ,163573,5,7
342,68MkhiHqeDLIf96HLKwedy,Traditional: Golem Tants,Perlman plays Klezmer,Itzhak Perlman,2008-07-07,109000,5,0.545,0.54,10,-13.007,1,0.0474,0.79,0.000547,0.15,0.969,94.732,audio_features,spotify:track:68MkhiHqeDLIf96HLKwedy,https://api.spotify.com/v1/tracks/68MkhiHqeDLIf96HLKwedy,https://api.spotify.com/v1/audio-analysis/68MkhiHqeDLIf96HLKwedy,109000,4,8
343,1Ks5aA4mhHBEuRNT8Xx0MP,Traditional: Andy's Ride,Perlman plays Klezmer,Itzhak Perlman,2008-07-07,176600,5,0.522,0.772,9,-14.421,0,0.0579,0.713,0.313,0.669,0.546,87.274,audio_features,spotify:track:1Ks5aA4mhHBEuRNT8Xx0MP,https://api.spotify.com/v1/tracks/1Ks5aA4mhHBEuRNT8Xx0MP,https://api.spotify.com/v1/audio-analysis/1Ks5aA4mhHBEuRNT8Xx0MP,176600,4,0
344,4KRYmujp9QdvcqsbGW7m8P,Traditional: Kale Bazetsn (Khasidic Dance),Perlman plays Klezmer,Itzhak Perlman,2008-07-07,270066,6,0.357,0.271,7,-14.345,1,0.0405,0.868,0.000485,0.691,0.185,96.173,audio_features,spotify:track:4KRYmujp9QdvcqsbGW7m8P,https://api.spotify.com/v1/tracks/4KRYmujp9QdvcqsbGW7m8P,https://api.spotify.com/v1/audio-analysis/4KRYmujp9QdvcqsbGW7m8P,270067,4,0
345,7dIzVwnnxaCpKZuB9hdrt4,First Love (Pratham Prem),Anoushka,Anoushka Shankar,1998-01-01,763600,10,0.608,0.452,1,-16.262,1,0.0606,0.52,0.254,0.0645,0.46,115.476,audio_features,spotify:track:7dIzVwnnxaCpKZuB9hdrt4,https://api.spotify.com/v1/tracks/7dIzVwnnxaCpKZuB9hdrt4,https://api.spotify.com/v1/audio-analysis/7dIzVwnnxaCpKZuB9hdrt4,763600,4,8
346,7eMguEmUvxSK7yOvgLkfIm,Terra,Novo Mundo,Fortuna,2005-07-22,274306,0,0.705,0.279,9,-12.561,1,0.0333,0.805,0.0831,0.146,0.708,103.058,audio_features,spotify:track:7eMguEmUvxSK7yOvgLkfIm,https://api.spotify.com/v1/tracks/7eMguEmUvxSK7yOvgLkfIm,https://api.spotify.com/v1/audio-analysis/7eMguEmUvxSK7yOvgLkfIm,274307,4,8
347,1PqIJSYyI2CqX58uFS8hep,Kach Nazar's Dance (Kotchari) [Traditional],The Promise (Original Motion Picture Soundtrack),Various Artists,2017-04-21,118533,14,0.736,0.513,2,-13.491,1,0.0413,0.823,0.853,0.163,0.902,116.107,audio_features,spotify:track:1PqIJSYyI2CqX58uFS8hep,https://api.spotify.com/v1/tracks/1PqIJSYyI2CqX58uFS8hep,https://api.spotify.com/v1/audio-analysis/1PqIJSYyI2CqX58uFS8hep,118533,4,9
348,5OyPmv9uQfurDlL3O2Jfse,Elan,Dawn Of A New Century,Rolf Løvland,1999-01-01,191200,23,0.464,0.63,6,-9.483,0,0.0327,0.319,0.0381,0.29,0.411,91.983,audio_features,spotify:track:5OyPmv9uQfurDlL3O2Jfse,https://api.spotify.com/v1/tracks/5OyPmv9uQfurDlL3O2Jfse,https://api.spotify.com/v1/audio-analysis/5OyPmv9uQfurDlL3O2Jfse,191200,3,6
349,5c1M4RaZ54s4DZDR4MK8GD,Reel Around The Sun,The Music Of Ireland,Crimson Ensemble,1997-08-14,505413,17,0.297,0.557,4,-13.137,0,0.072,0.272,0.773,0.117,0.0376,127.663,audio_features,spotify:track:5c1M4RaZ54s4DZDR4MK8GD,https://api.spotify.com/v1/tracks/5c1M4RaZ54s4DZDR4MK8GD,https://api.spotify.com/v1/audio-analysis/5c1M4RaZ54s4DZDR4MK8GD,505413,4,9
350,1oUUM0mtQ1wQQrPgNUKOik,Raag 'n' Ole,Indialucia,Indialucia,2005-05-06,323890,13,0.59,0.805,2,-7.386,0,0.0479,0.273,0.304,0.0345,0.886,139.983,audio_features,spotify:track:1oUUM0mtQ1wQQrPgNUKOik,https://api.spotify.com/v1/tracks/1oUUM0mtQ1wQQrPgNUKOik,https://api.spotify.com/v1/audio-analysis/1oUUM0mtQ1wQQrPgNUKOik,323891,4,2
351,3ANkXaivABV0V0uK6LMMCb,Indialucia,Indialucia,Indialucia,2005-05-06,313225,7,0.358,0.802,2,-7.105,1,0.039,0.313,0.646,0.177,0.537,99.616,audio_features,spotify:track:3ANkXaivABV0V0uK6LMMCb,https://api.spotify.com/v1/tracks/3ANkXaivABV0V0uK6LMMCb,https://api.spotify.com/v1/audio-analysis/3ANkXaivABV0V0uK6LMMCb,313226,4,4
352,5xAKjVD0yHzKRrDrdRzgAM,Dancing In Madness,Traveller,Anoushka Shankar,2011-01-01,269040,20,0.407,0.894,0,-8.878,1,0.0918,0.0311,0.483,0.147,0.394,146.134,audio_features,spotify:track:5xAKjVD0yHzKRrDrdRzgAM,https://api.spotify.com/v1/tracks/5xAKjVD0yHzKRrDrdRzgAM,https://api.spotify.com/v1/audio-analysis/5xAKjVD0yHzKRrDrdRzgAM,269040,4,4
353,0og2U8tsBAR7NJysRR6uBU,"Mediterranean Sundance / Rio Ancho - Live at Warfield Theatre, San Francisco, CA - December 1980",Friday Night In San Francisco,Various Artists,1981,691306,47,0.423,0.576,4,-11.628,0,0.0331,0.834,0.806,0.698,0.557,100.536,audio_features,spotify:track:0og2U8tsBAR7NJysRR6uBU,https://api.spotify.com/v1/tracks/0og2U8tsBAR7NJysRR6uBU,https://api.spotify.com/v1/audio-analysis/0og2U8tsBAR7NJysRR6uBU,691307,4,0
354,6rhVKeUhQTGLIRmQOfc9Wo,Don't Let Me Be Misunderstood,Kill Bill Vol. 1 Original Soundtrack (PA Version),Various Artists,2003-09-23,628546,60,0.668,0.815,9,-8.998,0,0.0833,0.0326,0.00102,0.0498,0.785,117.809,audio_features,spotify:track:6rhVKeUhQTGLIRmQOfc9Wo,https://api.spotify.com/v1/tracks/6rhVKeUhQTGLIRmQOfc9Wo,https://api.spotify.com/v1/audio-analysis/6rhVKeUhQTGLIRmQOfc9Wo,628547,4,2
355,5ZfapzOSfXFqYtdcQBeAMa,Dam mast qalandar,Qawwali Flamenco,Various Artists,2013-06-24,482893,4,0.595,0.823,10,-5.857,0,0.0652,0.616,0.000417,0.828,0.828,102.863,audio_features,spotify:track:5ZfapzOSfXFqYtdcQBeAMa,https://api.spotify.com/v1/tracks/5ZfapzOSfXFqYtdcQBeAMa,https://api.spotify.com/v1/audio-analysis/5ZfapzOSfXFqYtdcQBeAMa,482893,4,0
356,4ceN7aeWYvX11hjYxdLgeV,Ya Mustafa,Qawwali Flamenco,Various Artists,2013-06-24,1126933,3,0.418,0.775,5,-7.003,0,0.0612,0.765,0.000509,0.969,0.53,111.697,audio_features,spotify:track:4ceN7aeWYvX11hjYxdLgeV,https://api.spotify.com/v1/tracks/4ceN7aeWYvX11hjYxdLgeV,https://api.spotify.com/v1/audio-analysis/4ceN7aeWYvX11hjYxdLgeV,1126933,4,0
357,2XifxmyOnJvLzr9QVzlx9H,Water Concerto for Percussion: I. Water Spirit (Cadenza),Water & Spirit,Windsbacher Knabenchor,2019-07-05,233280,1,0.436,0.117,1,-37.23,1,0.0459,0.00195,0.322,0.13,0.0405,117.463,audio_features,spotify:track:2XifxmyOnJvLzr9QVzlx9H,https://api.spotify.com/v1/tracks/2XifxmyOnJvLzr9QVzlx9H,https://api.spotify.com/v1/audio-analysis/2XifxmyOnJvLzr9QVzlx9H,233280,4,7
358,4c3w4FIKZ7QvedYFPZalCF,Noche Acosador,God Told Me to,John 5,2012-06-05,202397,40,0.586,0.627,9,-9.158,0,0.0411,0.864,0.81,0.09,0.327,99.979,audio_features,spotify:track:4c3w4FIKZ7QvedYFPZalCF,https://api.spotify.com/v1/tracks/4c3w4FIKZ7QvedYFPZalCF,https://api.spotify.com/v1/audio-analysis/4c3w4FIKZ7QvedYFPZalCF,202398,4,9
359,4z2Gf0zTbCKS0x6Fi7waSl,Red Sun,Rise,Anoushka Shankar,2005-09-26,290413,24,0.659,0.683,1,-11.26,1,0.0414,0.517,0.276,0.0974,0.338,148.038,audio_features,spotify:track:4z2Gf0zTbCKS0x6Fi7waSl,https://api.spotify.com/v1/tracks/4z2Gf0zTbCKS0x6Fi7waSl,https://api.spotify.com/v1/audio-analysis/4z2Gf0zTbCKS0x6Fi7waSl,290413,1,6
360,547LNuZMGoKzxEsot8h7nk,Voice Of The Moon,Rise,Anoushka Shankar,2005-09-26,535480,27,0.413,0.596,2,-10.362,0,0.0331,0.78,0.892,0.111,0.359,104.054,audio_features,spotify:track:547LNuZMGoKzxEsot8h7nk,https://api.spotify.com/v1/tracks/547LNuZMGoKzxEsot8h7nk,https://api.spotify.com/v1/audio-analysis/547LNuZMGoKzxEsot8h7nk,535480,3,9
361,346XBkul0ZVVRgDwze4Y4k,Raga Madhuvanti (Gat In Rupak) - Live,Live At Carnegie Hall,Anoushka Shankar,2001-01-01,523426,8,0.518,0.55,1,-13.626,0,0.0428,0.695,0.687,0.0897,0.583,115.416,audio_features,spotify:track:346XBkul0ZVVRgDwze4Y4k,https://api.spotify.com/v1/tracks/346XBkul0ZVVRgDwze4Y4k,https://api.spotify.com/v1/audio-analysis/346XBkul0ZVVRgDwze4Y4k,523427,4,9
362,3sPnDYGa2SE4sFDY9ZDXoH,"Bhupali Tabla Duet - Live at Carnegie Hall, New York, U.S.A./2000",Live At Carnegie Hall,Anoushka Shankar,2001-01-01,607613,8,0.496,0.719,1,-16.104,1,0.143,0.549,0.357,0.151,0.4,106.863,audio_features,spotify:track:3sPnDYGa2SE4sFDY9ZDXoH,https://api.spotify.com/v1/tracks/3sPnDYGa2SE4sFDY9ZDXoH,https://api.spotify.com/v1/audio-analysis/3sPnDYGa2SE4sFDY9ZDXoH,607613,4,4
363,2rSI1f7fcb8MDVtcyhg6dR,Swarna Jayanti,Anourag,Anoushka Shankar,2000-01-01,356560,8,0.535,0.526,6,-10.254,1,0.0384,0.792,0.575,0.135,0.169,99.903,audio_features,spotify:track:2rSI1f7fcb8MDVtcyhg6dR,https://api.spotify.com/v1/tracks/2rSI1f7fcb8MDVtcyhg6dR,https://api.spotify.com/v1/audio-analysis/2rSI1f7fcb8MDVtcyhg6dR,356560,4,9
364,14LXNWfNy4MieTVWZWENzG,Inside Me,Traveller,Anoushka Shankar,2011-01-01,198773,15,0.541,0.584,9,-13.686,1,0.0582,0.537,0.0469,0.246,0.711,180.1,audio_features,spotify:track:14LXNWfNy4MieTVWZWENzG,https://api.spotify.com/v1/tracks/14LXNWfNy4MieTVWZWENzG,https://api.spotify.com/v1/audio-analysis/14LXNWfNy4MieTVWZWENzG,198773,3,8
365,1eccVWt1VzSouwQEt0THEw,Buleria Con Ricardo,Traveller,Anoushka Shankar,2011-01-01,362773,28,0.646,0.658,9,-6.308,1,0.0386,0.584,0.835,0.0335,0.54,124.987,audio_features,spotify:track:1eccVWt1VzSouwQEt0THEw,https://api.spotify.com/v1/tracks/1eccVWt1VzSouwQEt0THEw,https://api.spotify.com/v1/audio-analysis/1eccVWt1VzSouwQEt0THEw,362773,3,9
366,50AFMx76XqXHRtFQcWyDf1,Kanya,Traveller,Anoushka Shankar,2011-01-01,295186,13,0.513,0.726,9,-6.572,1,0.0529,0.787,4.18e-05,0.0692,0.433,100.664,audio_features,spotify:track:50AFMx76XqXHRtFQcWyDf1,https://api.spotify.com/v1/tracks/50AFMx76XqXHRtFQcWyDf1,https://api.spotify.com/v1/audio-analysis/50AFMx76XqXHRtFQcWyDf1,295187,3,6
367,2jqnqbYq6GiGL7TvlUrFjD,Traveller,Traveller,Anoushka Shankar,2011-01-01,220680,18,0.582,0.854,0,-6.821,1,0.044,0.0844,0.852,0.117,0.744,131.965,audio_features,spotify:track:2jqnqbYq6GiGL7TvlUrFjD,https://api.spotify.com/v1/tracks/2jqnqbYq6GiGL7TvlUrFjD,https://api.spotify.com/v1/audio-analysis/2jqnqbYq6GiGL7TvlUrFjD,220680,4,2
368,3tNe4gZZEe70HEEroNX5EL,ISHQ,Traveller,Anoushka Shankar,2011-01-01,261240,10,0.56,0.874,2,-6.511,1,0.0934,0.622,0.0613,0.403,0.793,125.012,audio_features,spotify:track:3tNe4gZZEe70HEEroNX5EL,https://api.spotify.com/v1/tracks/3tNe4gZZEe70HEEroNX5EL,https://api.spotify.com/v1/audio-analysis/3tNe4gZZEe70HEEroNX5EL,261240,3,2
369,4p5EL2xvI3Y5BpvbfciIxs,Casi Uno,Traveller,Anoushka Shankar,2011-01-01,325973,22,0.453,0.412,2,-7.11,0,0.0313,0.868,0.000168,0.231,0.226,93.055,audio_features,spotify:track:4p5EL2xvI3Y5BpvbfciIxs,https://api.spotify.com/v1/tracks/4p5EL2xvI3Y5BpvbfciIxs,https://api.spotify.com/v1/audio-analysis/4p5EL2xvI3Y5BpvbfciIxs,325973,4,6
370,0g5igZO8Q4UcazAZ9ZSGLw,Bhairavi,Traveller,Anoushka Shankar,2011-01-01,626200,12,0.449,0.576,2,-8.375,0,0.038,0.783,0.14,0.108,0.159,103.996,audio_features,spotify:track:0g5igZO8Q4UcazAZ9ZSGLw,https://api.spotify.com/v1/tracks/0g5igZO8Q4UcazAZ9ZSGLw,https://api.spotify.com/v1/audio-analysis/0g5igZO8Q4UcazAZ9ZSGLw,626200,3,6
371,0k1quwmpgJvXXQlyjkURmR,Lola's Lullaby,Traveller,Anoushka Shankar,2011-01-01,253866,22,0.59,0.149,3,-18.854,0,0.0406,0.669,0.0355,0.0766,0.433,140.094,audio_features,spotify:track:0k1quwmpgJvXXQlyjkURmR,https://api.spotify.com/v1/tracks/0k1quwmpgJvXXQlyjkURmR,https://api.spotify.com/v1/audio-analysis/0k1quwmpgJvXXQlyjkURmR,253867,4,1
372,5vNTWhrJuJ8SGgoxFlnRWa,La Nina De Puerta Oscura,The Life Aquatic,Various Artists,2004-01-01,178786,0,0.451,0.954,0,-8.185,0,0.0462,0.813,0.845,0.363,0.937,141.942,audio_features,spotify:track:5vNTWhrJuJ8SGgoxFlnRWa,https://api.spotify.com/v1/tracks/5vNTWhrJuJ8SGgoxFlnRWa,https://api.spotify.com/v1/audio-analysis/5vNTWhrJuJ8SGgoxFlnRWa,178787,3,9
373,45GVGZ4IsKhj8hfEm3IGaO,Punta Del Faro - Instrumental,El Flamenco es... Paco De Lucia,Paco de Lucía,2010-01-01,239840,12,0.479,0.887,5,-7.274,0,0.039,0.752,0.91,0.114,0.957,119.937,audio_features,spotify:track:45GVGZ4IsKhj8hfEm3IGaO,https://api.spotify.com/v1/tracks/45GVGZ4IsKhj8hfEm3IGaO,https://api.spotify.com/v1/audio-analysis/45GVGZ4IsKhj8hfEm3IGaO,239840,3,9
374,4DK3JpX2NkEMhCnltUEvUg,Classical Gas,The Mason Williams Phonographic Record,Mason Williams,1968,184800,53,0.489,0.701,7,-10.53,1,0.0348,0.852,0.78,0.108,0.739,155.269,audio_features,spotify:track:4DK3JpX2NkEMhCnltUEvUg,https://api.spotify.com/v1/tracks/4DK3JpX2NkEMhCnltUEvUg,https://api.spotify.com/v1/audio-analysis/4DK3JpX2NkEMhCnltUEvUg,184800,4,9
375,6YJYvzKLPpPmIegLddusrl,Hisoka (From Hunter X Hunter),Guitar Covers #2,LucasGitanoFamily,2020-08-07,209449,37,0.508,0.623,5,-9.393,1,0.0352,0.376,0.833,0.0894,0.454,78.377,audio_features,spotify:track:6YJYvzKLPpPmIegLddusrl,https://api.spotify.com/v1/tracks/6YJYvzKLPpPmIegLddusrl,https://api.spotify.com/v1/audio-analysis/6YJYvzKLPpPmIegLddusrl,209450,4,9
376,3DU3Klp2IkC5QpfUNNYhNX,La Distancia Para Un Duelo (From Bleach),Guitar Covers #2,LucasGitanoFamily,2020-08-07,249573,38,0.548,0.681,9,-10.069,0,0.0314,0.603,0.889,0.096,0.35,124.992,audio_features,spotify:track:3DU3Klp2IkC5QpfUNNYhNX,https://api.spotify.com/v1/tracks/3DU3Klp2IkC5QpfUNNYhNX,https://api.spotify.com/v1/audio-analysis/3DU3Klp2IkC5QpfUNNYhNX,249574,4,9
377,1Jwc3ODLQxtbnS8M9TflSP,Walk Like an Egyptian,The Essential Bangles,The Bangles,2004,204706,64,0.724,0.891,11,-7.818,1,0.0995,0.00344,4.72e-05,0.3,0.818,103.022,audio_features,spotify:track:1Jwc3ODLQxtbnS8M9TflSP,https://api.spotify.com/v1/tracks/1Jwc3ODLQxtbnS8M9TflSP,https://api.spotify.com/v1/audio-analysis/1Jwc3ODLQxtbnS8M9TflSP,204707,4,2
378,4O6ZaZrRCFfiZZKjnrXqlk,That Thing You Do!,That Thing You Do! Original Motion Picture Soundtrack,Various Artists,1996-09-24,166773,55,0.598,0.874,9,-4.222,1,0.0432,0.0446,5.86e-06,0.094,0.962,134.52,audio_features,spotify:track:4O6ZaZrRCFfiZZKjnrXqlk,https://api.spotify.com/v1/tracks/4O6ZaZrRCFfiZZKjnrXqlk,https://api.spotify.com/v1/audio-analysis/4O6ZaZrRCFfiZZKjnrXqlk,166773,4,2
379,1lfjTOtTRUDkzcmahA4lcs,"I'll Be There for You (Theme from ""Friends')",I'll Be There For You (Theme From FRIENDS) / Snippets: Don't Hide Your Love / End Of The Beginning / Lovin' Me Insane / Drowning In Your Tears / This House Is Not A Home / What Will It Take [Digital 45],The Rembrandts,1995,187293,59,0.258,0.919,9,-6.927,1,0.0809,0.065,0.0,0.279,0.636,93.62,audio_features,spotify:track:1lfjTOtTRUDkzcmahA4lcs,https://api.spotify.com/v1/tracks/1lfjTOtTRUDkzcmahA4lcs,https://api.spotify.com/v1/audio-analysis/1lfjTOtTRUDkzcmahA4lcs,187293,4,4
380,6L89mwZXSOwYl76YXfX13s,Basket Case,Dookie,Green Day,1994-02-01,181533,80,0.442,0.943,3,-3.205,1,0.0602,0.00293,8.71e-06,0.091,0.781,85.064,audio_features,spotify:track:6L89mwZXSOwYl76YXfX13s,https://api.spotify.com/v1/tracks/6L89mwZXSOwYl76YXfX13s,https://api.spotify.com/v1/audio-analysis/6L89mwZXSOwYl76YXfX13s,181533,4,2
381,3MrWxJaD2AT0W9DjWF64Vm,Come On Eileen,Too Rye Ay,Dexys Midnight Runners,1982-07-22,287306,76,0.45,0.656,2,-7.049,1,0.0472,0.664,3.02e-06,0.259,0.782,106.61,audio_features,spotify:track:3MrWxJaD2AT0W9DjWF64Vm,https://api.spotify.com/v1/tracks/3MrWxJaD2AT0W9DjWF64Vm,https://api.spotify.com/v1/audio-analysis/3MrWxJaD2AT0W9DjWF64Vm,287307,4,8
382,6IAVxNFi1W88UhDeyvOsdo,Fat Bottomed Girls - 2011 Remaster,Jazz (2011 Remaster),Queen,1978-11-10,255600,66,0.332,0.683,2,-7.679,1,0.0491,0.0322,6.51e-06,0.342,0.419,88.522,audio_features,spotify:track:6IAVxNFi1W88UhDeyvOsdo,https://api.spotify.com/v1/tracks/6IAVxNFi1W88UhDeyvOsdo,https://api.spotify.com/v1/audio-analysis/6IAVxNFi1W88UhDeyvOsdo,255600,4,4
383,5tVA6TkbaAH9QMITTQRrNv,Free Fallin',Full Moon Fever,Tom Petty,1989-01-01,256000,79,0.623,0.449,5,-13.333,1,0.0253,0.212,0.0,0.0613,0.572,84.383,audio_features,spotify:track:5tVA6TkbaAH9QMITTQRrNv,https://api.spotify.com/v1/tracks/5tVA6TkbaAH9QMITTQRrNv,https://api.spotify.com/v1/audio-analysis/5tVA6TkbaAH9QMITTQRrNv,256000,4,8
